#chrom	start	end	type	length	gc_frac	obs_exp	n_cpg
NC_051805.1	121844562	121845345	CGI_GGF+CGI_TJ	783	0.6015	0.6407	45
NC_051805.1	121878209	121879183	CGI_GGF+CGI_TJ	974	0.6509	0.6300	65
NC_051805.1	121909157	121911663	CGI_GGF+CGI_TJ	2506	0.6429	0.6370	157
NC_051805.1	121973115	121974208	CGI_GGF+CGI_TJ	1093	0.5334	0.7472	58
NC_051805.1	122024937	122025709	CGI_GGF+CGI_TJ	772	0.5453	0.6823	39
NC_051805.1	122059110	122060991	CGI_GGF+CGI_TJ	1881	0.7039	0.6102	142
NC_051805.1	122071600	122072894	CGI_GGF+CGI_TJ	1294	0.5433	0.6913	66
NC_051805.1	122073787	122075423	CGI_GGF+CGI_TJ	1636	0.5110	0.8428	90
NC_051805.1	122103250	122105974	CGI_GGF+CGI_TJ	2724	0.6564	0.6204	182
NC_051805.1	122107186	122107777	CGI_GGF+CGI_TJ	591	0.5415	0.8885	38
NC_051805.1	122248085	122249754	CGI_GGF+CGI_TJ	1669	0.5291	0.7858	91
NC_051805.1	122299865	122300506	CGI_GGF+CGI_TJ	641	0.5913	0.6454	36
NC_051805.1	122300683	122301798	CGI_GGF+CGI_TJ	1115	0.5821	0.6113	57
NC_051805.1	122330995	122332924	CGI_GGF+CGI_TJ	1929	0.6827	0.6451	145
NC_051805.1	122336481	122337352	CGI_GGF+CGI_TJ	871	0.6016	0.6222	49
NC_051805.1	122360518	122362358	CGI_GGF+CGI_TJ	1840	0.6918	0.6477	141
NC_051805.1	122412854	122417655	CGI_GGF+CGI_TJ	4801	0.6994	0.6355	373
NC_051805.1	122456004	122457463	CGI_GGF+CGI_TJ	1459	0.6381	0.6195	92
NC_051805.1	122473823	122474564	CGI_GGF+CGI_TJ	741	0.5749	0.6341	38
NC_051805.1	122551006	122552497	CGI_GGF+CGI_TJ	1491	0.6224	0.6163	88
NC_051805.1	122611797	122612403	CGI_GGF+CGI_TJ	606	0.6634	0.6460	43
NC_051805.1	122612601	122615815	CGI_GGF+CGI_TJ	3214	0.6892	0.6424	243
NC_051805.1	122634909	122635720	CGI_GGF+CGI_TJ	811	0.7361	0.6381	70
NC_051805.1	122641452	122642963	CGI_GGF+CGI_TJ	1511	0.5156	0.6481	65
NC_051805.1	122662591	122663388	CGI_GGF+CGI_TJ	797	0.5671	0.6259	40
NC_051805.1	122724095	122725077	CGI_GGF+CGI_TJ	982	0.5764	0.6345	51
NC_051805.1	122776684	122778292	CGI_GGF+CGI_TJ	1608	0.5379	0.7608	88
NC_051805.1	122780981	122782395	CGI_GGF+CGI_TJ	1414	0.5905	0.6410	79
NC_051805.1	122836640	122838285	CGI_GGF+CGI_TJ	1645	0.6310	0.6290	103
NC_051805.1	122917243	122918736	CGI_GGF+CGI_TJ	1493	0.5291	0.8139	85
NC_051805.1	122965311	122966194	CGI_GGF+CGI_TJ	883	0.5776	0.6444	47
NC_051805.1	123010261	123012692	CGI_GGF+CGI_TJ	2431	0.5689	0.6215	122
NC_051805.1	123058888	123059822	CGI_GGF+CGI_TJ	934	0.5953	0.6486	53
NC_051806.1	831980	832666	CGI_GGF+CGI_TJ	686	0.5481	0.6796	35
NC_051806.1	1502351	1503003	CGI_GGF+CGI_TJ	652	0.6779	0.6436	47
NC_051806.1	2908217	2908906	CGI_GGF+CGI_TJ	689	0.6052	0.6402	40
NC_051806.1	4162333	4162919	CGI_GGF+CGI_TJ	586	0.6604	0.6409	40
NC_051806.1	4482641	4483403	CGI_GGF+CGI_TJ	762	0.6115	0.6363	45
NC_051806.1	5018253	5019084	CGI_GGF+CGI_TJ	831	0.5451	0.8019	48
NC_051806.1	6103924	6104791	CGI_GGF+CGI_TJ	867	0.6690	0.6476	62
NC_051806.1	6151073	6151747	CGI_GGF+CGI_TJ	674	0.6677	0.6189	46
NC_051806.1	8144090	8145476	CGI_GGF+CGI_TJ	1386	0.5462	0.8314	85
NC_051806.1	8321318	8322196	CGI_GGF+CGI_TJ	878	0.5797	0.6238	46
NC_051806.1	8375016	8375827	CGI_GGF+CGI_TJ	811	0.6104	0.6499	49
NC_051806.1	9182298	9183130	CGI_GGF+CGI_TJ	832	0.6118	0.6206	48
NC_051806.1	10596425	10597184	CGI_GGF+CGI_TJ	759	0.6812	0.6387	54
NC_051806.1	11307660	11308225	CGI_GGF+CGI_TJ	565	0.6460	0.6487	38
NC_051806.1	11705005	11705596	CGI_GGF+CGI_TJ	591	0.5668	0.6446	30
NC_051806.1	12775658	12776273	CGI_GGF+CGI_TJ	615	0.6618	0.6488	43
NC_051806.1	14997784	14998707	CGI_GGF+CGI_TJ	923	0.5374	0.6403	42
NC_051806.1	17346184	17347029	CGI_GGF+CGI_TJ	845	0.5420	0.6157	38
NC_051806.1	20606321	20607791	CGI_GGF+CGI_TJ	1470	0.5347	0.6469	64
NC_051806.1	23161007	23163926	CGI_GGF+CGI_TJ	2919	0.5793	0.6170	151
NC_051806.1	23801979	23803314	CGI_GGF+CGI_TJ	1335	0.5993	0.6243	74
NC_051806.1	24111968	24112723	CGI_GGF+CGI_TJ	755	0.6000	0.6461	43
NC_051806.1	25289977	25292007	CGI_GGF+CGI_TJ	2030	0.5842	0.6178	107
NC_051806.1	25296003	25297124	CGI_GGF+CGI_TJ	1121	0.5370	0.6888	55
NC_051806.1	25308064	25309151	CGI_GGF+CGI_TJ	1087	0.5547	0.6118	50
NC_051806.1	25345950	25346979	CGI_GGF+CGI_TJ	1029	0.6929	0.6491	80
NC_051806.1	25408289	25409265	CGI_GGF+CGI_TJ	976	0.6014	0.6358	52
NC_051806.1	25516742	25517312	CGI_GGF+CGI_TJ	570	0.5333	0.6923	28
NC_051806.1	25653041	25653846	CGI_GGF+CGI_TJ	805	0.6075	0.6262	46
NC_051806.1	25668733	25669809	CGI_GGF+CGI_TJ	1076	0.5455	0.6747	54
NC_051806.1	28490253	28491055	CGI_GGF+CGI_TJ	802	0.5486	0.7292	44
NC_051806.1	30121525	30123490	CGI_GGF+CGI_TJ	1965	0.6183	0.6046	113
NC_051806.1	30189815	30190428	CGI_GGF+CGI_TJ	613	0.5498	0.6968	32
NC_051806.1	30320454	30321966	CGI_GGF+CGI_TJ	1512	0.5952	0.6052	81
NC_051806.1	30502242	30503592	CGI_GGF+CGI_TJ	1350	0.6422	0.6362	88
NC_051806.1	30693106	30694173	CGI_GGF+CGI_TJ	1067	0.5492	0.6894	55
NC_051806.1	30713025	30714382	CGI_GGF+CGI_TJ	1357	0.6035	0.6070	75
NC_051806.1	30727892	30729258	CGI_GGF+CGI_TJ	1366	0.5461	0.6382	65
NC_051806.1	30807009	30807809	CGI_GGF+CGI_TJ	800	0.6188	0.6145	47
NC_051806.1	30819242	30820307	CGI_GGF+CGI_TJ	1065	0.6676	0.6341	73
NC_051806.1	30890739	30891323	CGI_GGF+CGI_TJ	584	0.6250	0.6147	35
NC_051806.1	31078084	31082733	CGI_GGF+CGI_TJ	4649	0.6169	0.6444	285
NC_051806.1	31791707	31793521	CGI_GGF+CGI_TJ	1814	0.5959	0.6286	97
NC_051806.1	31921894	31923644	CGI_GGF+CGI_TJ	1750	0.5954	0.6257	97
NC_051806.1	32277925	32278623	CGI_GGF+CGI_TJ	698	0.5888	0.6113	36
NC_051806.1	32410952	32411947	CGI_GGF+CGI_TJ	995	0.5437	0.6021	44
NC_051806.1	32472570	32473964	CGI_GGF+CGI_TJ	1394	0.5775	0.6378	74
NC_051806.1	32510496	32511664	CGI_GGF+CGI_TJ	1168	0.5342	0.7200	60
NC_051806.1	32514289	32516627	CGI_GGF+CGI_TJ	2338	0.6446	0.6105	148
NC_051806.1	32596355	32597094	CGI_GGF+CGI_TJ	739	0.5494	0.6655	37
NC_051806.1	32602078	32602675	CGI_GGF+CGI_TJ	597	0.5762	0.6484	32
NC_051806.1	32603411	32604850	CGI_GGF+CGI_TJ	1439	0.6129	0.6291	85
NC_051806.1	32613688	32617041	CGI_GGF+CGI_TJ	3353	0.6144	0.6429	203
NC_051806.1	32620969	32623654	CGI_GGF+CGI_TJ	2685	0.6745	0.6469	194
NC_051806.1	32665577	32667027	CGI_GGF+CGI_TJ	1450	0.6586	0.6172	97
NC_051806.1	32697140	32698675	CGI_GGF+CGI_TJ	1535	0.5153	0.7728	78
NC_051806.1	32707011	32708140	CGI_GGF+CGI_TJ	1129	0.5403	0.7210	58
NC_051806.1	32730359	32731640	CGI_GGF+CGI_TJ	1281	0.5355	0.9313	85
NC_051806.1	32746256	32747450	CGI_GGF+CGI_TJ	1194	0.5896	0.6363	66
NC_051806.1	32755936	32756678	CGI_GGF+CGI_TJ	742	0.5943	0.6454	41
NC_051806.1	33070713	33072738	CGI_GGF+CGI_TJ	2025	0.5704	0.6439	106
NC_051806.1	33275135	33276405	CGI_GGF+CGI_TJ	1270	0.5433	0.6088	57
NC_051806.1	33324505	33326116	CGI_GGF+CGI_TJ	1611	0.5419	0.6717	79
NC_051806.1	33330260	33332830	CGI_GGF+CGI_TJ	2570	0.6327	0.6253	160
NC_051806.1	33488016	33489265	CGI_GGF+CGI_TJ	1249	0.5420	0.6893	63
NC_051806.1	33525299	33527204	CGI_GGF+CGI_TJ	1905	0.6945	0.6029	137
NC_051806.1	33628761	33630129	CGI_GGF+CGI_TJ	1368	0.5534	0.6417	67
NC_051806.1	33641890	33643143	CGI_GGF+CGI_TJ	1253	0.5379	0.6973	63
NC_051806.1	33823112	33825652	CGI_GGF+CGI_TJ	2540	0.5866	0.6185	135
NC_051806.1	33862815	33864530	CGI_GGF+CGI_TJ	1715	0.5656	0.6425	88
NC_051806.1	33903744	33904386	CGI_GGF+CGI_TJ	642	0.5343	0.8884	40
NC_051806.1	33944763	33945316	CGI_GGF+CGI_TJ	553	0.6980	0.6398	43
NC_051806.1	33977888	33978457	CGI_GGF+CGI_TJ	569	0.5466	0.6828	29
NC_051806.1	34002737	34004032	CGI_GGF+CGI_TJ	1295	0.6232	0.6380	79
NC_051806.1	34015737	34018015	CGI_GGF+CGI_TJ	2278	0.6330	0.6270	143
NC_051806.1	34020712	34022232	CGI_GGF+CGI_TJ	1520	0.6039	0.6215	86
NC_051806.1	34052600	34053984	CGI_GGF+CGI_TJ	1384	0.6264	0.6198	84
NC_051806.1	34060006	34061717	CGI_GGF+CGI_TJ	1711	0.5815	0.6083	88
NC_051806.1	34115929	34116630	CGI_GGF+CGI_TJ	701	0.5421	0.6512	33
NC_051806.1	34118707	34120729	CGI_GGF+CGI_TJ	2022	0.5480	0.8167	123
NC_051806.1	34122710	34124585	CGI_GGF+CGI_TJ	1875	0.5712	0.6468	98
NC_051806.1	34144210	34145238	CGI_GGF+CGI_TJ	1028	0.5924	0.6323	57
NC_051806.1	34199285	34204656	CGI_GGF+CGI_TJ	5371	0.6446	0.6271	348
NC_051806.1	34220646	34221592	CGI_GGF+CGI_TJ	946	0.5370	0.7799	53
NC_051806.1	34224797	34226136	CGI_GGF+CGI_TJ	1339	0.5228	0.7003	64
NC_051806.1	34235423	34237564	CGI_GGF+CGI_TJ	2141	0.6843	0.6187	154
NC_051806.1	34249274	34251541	CGI_GGF+CGI_TJ	2267	0.5637	0.6462	116
NC_051806.1	34251900	34253254	CGI_GGF+CGI_TJ	1354	0.5458	0.8306	82
NC_051806.1	34348031	34352845	CGI_GGF+CGI_TJ	4814	0.6629	0.6473	342
NC_051806.1	34449026	34452142	CGI_GGF+CGI_TJ	3116	0.5587	0.6476	154
NC_051806.1	34505028	34507450	CGI_GGF+CGI_TJ	2422	0.5107	0.7346	116
NC_051806.1	34517147	34517740	CGI_GGF+CGI_TJ	593	0.6341	0.6441	38
NC_051806.1	34519875	34522959	CGI_GGF+CGI_TJ	3084	0.6521	0.6467	212
NC_051806.1	34524819	34525984	CGI_GGF+CGI_TJ	1165	0.5425	0.6794	58
NC_051806.1	34561953	34563254	CGI_GGF+CGI_TJ	1301	0.5442	0.6439	62
NC_051806.1	34573437	34575013	CGI_GGF+CGI_TJ	1576	0.5888	0.6443	88
NC_051806.1	34635504	34636312	CGI_GGF+CGI_TJ	808	0.6485	0.6377	54
NC_051806.1	34659052	34661447	CGI_GGF+CGI_TJ	2395	0.5340	0.7568	128
NC_051806.1	34687664	34688738	CGI_GGF+CGI_TJ	1074	0.6331	0.6398	67
NC_051806.1	34733862	34735743	CGI_GGF+CGI_TJ	1881	0.6396	0.6447	124
NC_051806.1	34754082	34754902	CGI_GGF+CGI_TJ	820	0.5549	0.6461	40
NC_051806.1	34790089	34791740	CGI_GGF+CGI_TJ	1651	0.6747	0.6174	116
NC_051806.1	34849619	34850362	CGI_GGF+CGI_TJ	743	0.6178	0.6350	45
NC_051806.1	34979148	34980171	CGI_GGF+CGI_TJ	1023	0.6618	0.6016	67
NC_051806.1	35103981	35104617	CGI_GGF+CGI_TJ	636	0.6588	0.6444	44
NC_051806.1	35488057	35488937	CGI_GGF+CGI_TJ	880	0.7330	0.6280	74
NC_051806.1	36307505	36308321	CGI_GGF+CGI_TJ	816	0.5490	0.8290	50
NC_051806.1	36380743	36381571	CGI_GGF+CGI_TJ	828	0.5471	0.7455	46
NC_051806.1	36399656	36400271	CGI_GGF+CGI_TJ	615	0.5431	0.7607	34
NC_051806.1	36410028	36410660	CGI_GGF+CGI_TJ	632	0.5316	0.8371	37
NC_051806.1	36417920	36418550	CGI_GGF+CGI_TJ	630	0.5429	0.8033	37
NC_051806.1	36442453	36443103	CGI_GGF+CGI_TJ	650	0.5492	0.8179	40
NC_051806.1	36590547	36591986	CGI_GGF+CGI_TJ	1439	0.5386	0.7290	76
NC_051806.1	36821598	36822351	CGI_GGF+CGI_TJ	753	0.5418	0.7630	42
NC_051806.1	36832062	36832823	CGI_GGF+CGI_TJ	761	0.5440	0.7663	43
NC_051806.1	36842513	36843245	CGI_GGF+CGI_TJ	732	0.5451	0.8882	48
NC_051806.1	40647936	40648559	CGI_GGF+CGI_TJ	623	0.5650	0.6434	31
NC_051806.1	40888177	40888883	CGI_GGF+CGI_TJ	706	0.6700	0.6425	50
NC_051806.1	43799668	43800244	CGI_GGF+CGI_TJ	576	0.7188	0.6321	40
NC_051806.1	43800366	43800920	CGI_GGF+CGI_TJ	554	0.7527	0.6429	47
NC_051806.1	47243421	47244273	CGI_GGF+CGI_TJ	852	0.5282	0.7427	43
NC_051806.1	48592254	48593344	CGI_GGF+CGI_TJ	1090	0.5945	0.6451	62
NC_051806.1	50539544	50540294	CGI_GGF+CGI_TJ	750	0.6800	0.6466	55
NC_051806.1	52440701	52441620	CGI_GGF+CGI_TJ	919	0.6910	0.6206	68
NC_051806.1	52726580	52727345	CGI_GGF+CGI_TJ	765	0.5490	0.7128	41
NC_051806.1	52912492	52913994	CGI_GGF+CGI_TJ	1502	0.5479	0.6832	77
NC_051806.1	53454784	53455461	CGI_GGF+CGI_TJ	677	0.5465	0.7925	38
NC_051806.1	54757501	54758624	CGI_GGF+CGI_TJ	1123	0.5690	0.6167	56
NC_051806.1	55102211	55103018	CGI_GGF+CGI_TJ	807	0.6382	0.6453	53
NC_051806.1	55557435	55558168	CGI_GGF+CGI_TJ	733	0.5662	0.6470	38
NC_051806.1	55561844	55564700	CGI_GGF+CGI_TJ	2856	0.5714	0.6325	144
NC_051806.1	55729621	55732019	CGI_GGF+CGI_TJ	2398	0.5842	0.6190	126
NC_051806.1	55977446	55978317	CGI_GGF+CGI_TJ	871	0.6579	0.6477	61
NC_051806.1	56162524	56163225	CGI_GGF+CGI_TJ	701	0.6776	0.6478	52
NC_051806.1	56556397	56556994	CGI_GGF+CGI_TJ	597	0.7638	0.6020	50
NC_051806.1	56640523	56641319	CGI_GGF+CGI_TJ	796	0.6457	0.6392	52
NC_051806.1	56678913	56680103	CGI_GGF+CGI_TJ	1190	0.5429	0.7669	67
NC_051806.1	56736806	56737970	CGI_GGF+CGI_TJ	1164	0.5490	0.6974	61
NC_051806.1	56826634	56827501	CGI_GGF+CGI_TJ	867	0.5363	0.7063	44
NC_051806.1	56984108	56985415	CGI_GGF+CGI_TJ	1307	0.5302	0.7164	65
NC_051806.1	57084094	57085927	CGI_GGF+CGI_TJ	1833	0.6263	0.6301	113
NC_051806.1	57087976	57089622	CGI_GGF+CGI_TJ	1646	0.5346	0.6928	81
NC_051806.1	57099629	57100331	CGI_GGF+CGI_TJ	702	0.5442	0.6969	35
NC_051806.1	57114328	57115430	CGI_GGF+CGI_TJ	1102	0.5327	0.6786	53
NC_051806.1	57146039	57146681	CGI_GGF+CGI_TJ	642	0.7040	0.6443	51
NC_051806.1	57196344	57197714	CGI_GGF+CGI_TJ	1370	0.6650	0.6464	97
NC_051806.1	57228972	57230669	CGI_GGF+CGI_TJ	1697	0.7107	0.6164	132
NC_051806.1	57302669	57304423	CGI_GGF+CGI_TJ	1754	0.5684	0.6494	92
NC_051806.1	57304542	57306280	CGI_GGF+CGI_TJ	1738	0.5247	0.7523	90
NC_051806.1	57333009	57335478	CGI_GGF+CGI_TJ	2469	0.5354	0.6273	111
NC_051806.1	57363995	57366225	CGI_GGF+CGI_TJ	2230	0.5283	0.6956	108
NC_051806.1	57396244	57397107	CGI_GGF+CGI_TJ	863	0.6141	0.6344	50
NC_051806.1	57434828	57435587	CGI_GGF+CGI_TJ	759	0.5639	0.6496	39
NC_051806.1	57471229	57471791	CGI_GGF+CGI_TJ	562	0.5409	0.7949	29
NC_051806.1	57477276	57478377	CGI_GGF+CGI_TJ	1101	0.6530	0.6475	76
NC_051806.1	57481456	57482674	CGI_GGF+CGI_TJ	1218	0.5361	0.6856	60
NC_051806.1	57494285	57497088	CGI_GGF+CGI_TJ	2803	0.5776	0.6317	147
NC_051806.1	57513191	57515647	CGI_GGF+CGI_TJ	2456	0.6046	0.6193	139
NC_051806.1	57542967	57543883	CGI_GGF+CGI_TJ	916	0.6769	0.6396	67
NC_051806.1	57546561	57549654	CGI_GGF+CGI_TJ	3093	0.6001	0.6482	180
NC_051806.1	57569602	57571638	CGI_GGF+CGI_TJ	2036	0.6085	0.6388	120
NC_051806.1	57580750	57581834	CGI_GGF+CGI_TJ	1084	0.5766	0.6472	58
NC_051806.1	57750725	57753250	CGI_GGF+CGI_TJ	2525	0.5881	0.6283	135
NC_051806.1	57980736	57981362	CGI_GGF+CGI_TJ	626	0.6374	0.6478	41
NC_051806.1	59790996	59792195	CGI_GGF+CGI_TJ	1199	0.6747	0.6155	84
NC_051806.1	60346604	60347764	CGI_GGF+CGI_TJ	1160	0.6198	0.6106	68
NC_051806.1	60866182	60867102	CGI_GGF+CGI_TJ	920	0.6533	0.6481	63
NC_051806.1	60867209	60868062	CGI_GGF+CGI_TJ	853	0.5733	0.6476	45
NC_051806.1	61891464	61893759	CGI_GGF+CGI_TJ	2295	0.5486	0.6552	113
NC_051806.1	62194884	62195794	CGI_GGF+CGI_TJ	910	0.5418	0.7945	53
NC_051806.1	62205596	62206766	CGI_GGF+CGI_TJ	1170	0.5880	0.6139	62
NC_051806.1	62278448	62279762	CGI_GGF+CGI_TJ	1314	0.5487	0.7311	72
NC_051806.1	62748564	62749313	CGI_GGF+CGI_TJ	749	0.6889	0.6445	57
NC_051806.1	65218349	65218948	CGI_GGF+CGI_TJ	599	0.7596	0.6498	54
NC_051806.1	65326511	65327274	CGI_GGF+CGI_TJ	763	0.6278	0.6252	47
NC_051806.1	65573743	65575338	CGI_GGF+CGI_TJ	1595	0.6038	0.6143	89
NC_051806.1	65851562	65852294	CGI_GGF+CGI_TJ	732	0.5492	0.7622	41
NC_051806.1	66236806	66238268	CGI_GGF+CGI_TJ	1462	0.5438	0.6768	73
NC_051806.1	68681413	68682675	CGI_GGF+CGI_TJ	1262	0.5903	0.6398	69
NC_051806.1	69180645	69181287	CGI_GGF+CGI_TJ	642	0.6090	0.6390	38
NC_051806.1	69863085	69864084	CGI_GGF+CGI_TJ	999	0.6086	0.6489	60
NC_051806.1	70088083	70088667	CGI_GGF+CGI_TJ	584	0.6627	0.6397	41
NC_051806.1	70787419	70788225	CGI_GGF+CGI_TJ	806	0.6328	0.6498	52
NC_051806.1	70852341	70853095	CGI_GGF+CGI_TJ	754	0.5981	0.6241	42
NC_051806.1	71090803	71092084	CGI_GGF+CGI_TJ	1281	0.6526	0.6462	88
NC_051806.1	71329005	71329677	CGI_GGF+CGI_TJ	672	0.7500	0.6459	61
NC_051806.1	71434121	71435490	CGI_GGF+CGI_TJ	1369	0.6070	0.6265	79
NC_051806.1	72533798	72535504	CGI_GGF+CGI_TJ	1706	0.5475	0.7982	102
NC_051806.1	73300051	73300589	CGI_GGF+CGI_TJ	538	0.6766	0.6390	39
NC_051806.1	73453202	73454232	CGI_GGF+CGI_TJ	1030	0.6476	0.6390	69
NC_051806.1	73723194	73724348	CGI_GGF+CGI_TJ	1154	0.6239	0.6060	68
NC_051806.1	73967532	73968754	CGI_GGF+CGI_TJ	1222	0.5360	0.7065	62
NC_051806.1	75248056	75249673	CGI_GGF+CGI_TJ	1617	0.5875	0.6307	88
NC_051806.1	77055861	77056929	CGI_GGF+CGI_TJ	1068	0.5787	0.6378	57
NC_051806.1	77077475	77078710	CGI_GGF+CGI_TJ	1235	0.6656	0.6288	86
NC_051806.1	77159996	77161182	CGI_GGF+CGI_TJ	1186	0.6079	0.6498	71
NC_051806.1	77276114	77276701	CGI_GGF+CGI_TJ	587	0.6848	0.6362	43
NC_051806.1	77674182	77675988	CGI_GGF+CGI_TJ	1806	0.6645	0.6297	125
NC_051806.1	78789544	78790321	CGI_GGF+CGI_TJ	777	0.6641	0.6491	55
NC_051806.1	78809853	78810453	CGI_GGF+CGI_TJ	600	0.5867	0.6299	30
NC_051806.1	78893637	78894731	CGI_GGF+CGI_TJ	1094	0.6527	0.6181	72
NC_051806.1	79145712	79146428	CGI_GGF+CGI_TJ	716	0.5559	0.6380	34
NC_051806.1	79482234	79483677	CGI_GGF+CGI_TJ	1443	0.6362	0.6202	90
NC_051806.1	79497802	79498991	CGI_GGF+CGI_TJ	1189	0.7014	0.6484	94
NC_051806.1	79582162	79582740	CGI_GGF+CGI_TJ	578	0.6920	0.6374	44
NC_051806.1	79835878	79836880	CGI_GGF+CGI_TJ	1002	0.5908	0.6279	54
NC_051806.1	79918900	79921115	CGI_GGF+CGI_TJ	2215	0.5995	0.6383	127
NC_051806.1	80158417	80159322	CGI_GGF+CGI_TJ	905	0.5812	0.6020	46
NC_051806.1	80161879	80162520	CGI_GGF+CGI_TJ	641	0.7036	0.6433	51
NC_051806.1	80164621	80165711	CGI_GGF+CGI_TJ	1090	0.6835	0.6294	80
NC_051806.1	80170284	80171460	CGI_GGF+CGI_TJ	1176	0.6709	0.6084	80
NC_051806.1	80210181	80211260	CGI_GGF+CGI_TJ	1079	0.5718	0.6004	52
NC_051806.1	80361278	80362132	CGI_GGF+CGI_TJ	854	0.6347	0.6405	54
NC_051806.1	80378969	80379621	CGI_GGF+CGI_TJ	652	0.6396	0.6334	42
NC_051806.1	80386707	80387252	CGI_GGF+CGI_TJ	545	0.6440	0.6414	36
NC_051806.1	80464038	80465005	CGI_GGF+CGI_TJ	967	0.6350	0.6455	62
NC_051806.1	80531123	80533289	CGI_GGF+CGI_TJ	2166	0.5443	0.6830	105
NC_051806.1	80716735	80717915	CGI_GGF+CGI_TJ	1180	0.5958	0.6165	64
NC_051806.1	80751583	80752443	CGI_GGF+CGI_TJ	860	0.6465	0.6010	54
NC_051806.1	80763054	80763724	CGI_GGF+CGI_TJ	670	0.6134	0.6031	38
NC_051806.1	80819160	80819894	CGI_GGF+CGI_TJ	734	0.6417	0.6088	46
NC_051806.1	80880734	80882215	CGI_GGF+CGI_TJ	1481	0.6253	0.6495	94
NC_051806.1	80925505	80926129	CGI_GGF+CGI_TJ	624	0.5801	0.6287	33
NC_051806.1	81043987	81044821	CGI_GGF+CGI_TJ	834	0.5528	0.6304	40
NC_051806.1	81081043	81081777	CGI_GGF+CGI_TJ	734	0.5272	0.9576	48
NC_051806.1	81122531	81123664	CGI_GGF+CGI_TJ	1133	0.5569	0.6493	57
NC_051806.1	81146819	81148502	CGI_GGF+CGI_TJ	1683	0.5603	0.6151	81
NC_051806.1	81148693	81149833	CGI_GGF+CGI_TJ	1140	0.6096	0.6257	66
NC_051806.1	81179224	81180067	CGI_GGF+CGI_TJ	843	0.5682	0.6289	27
NC_051806.1	81237733	81239263	CGI_GGF+CGI_TJ	1530	0.6301	0.6125	93
NC_051806.1	81259001	81260418	CGI_GGF+CGI_TJ	1417	0.6246	0.6383	88
NC_051806.1	81276444	81277815	CGI_GGF+CGI_TJ	1371	0.5573	0.6107	65
NC_051806.1	81285005	81285826	CGI_GGF+CGI_TJ	821	0.5907	0.6390	45
NC_051806.1	81372823	81374124	CGI_GGF+CGI_TJ	1301	0.6549	0.6466	90
NC_051806.1	81424144	81424859	CGI_GGF+CGI_TJ	715	0.6070	0.6450	42
NC_051806.1	81526037	81528485	CGI_GGF+CGI_TJ	2448	0.5474	0.6545	120
NC_051806.1	81563190	81564847	CGI_GGF+CGI_TJ	1657	0.5993	0.6157	89
NC_051806.1	81574846	81575794	CGI_GGF+CGI_TJ	948	0.6181	0.6207	56
NC_051806.1	81590342	81591541	CGI_GGF+CGI_TJ	1199	0.6814	0.6257	86
NC_051806.1	81860571	81861208	CGI_GGF+CGI_TJ	637	0.7221	0.6356	52
NC_051806.1	82128721	82129457	CGI_GGF+CGI_TJ	736	0.6413	0.6327	47
NC_051806.1	82254979	82255569	CGI_GGF+CGI_TJ	590	0.7017	0.6389	45
NC_051806.1	82337052	82337696	CGI_GGF+CGI_TJ	644	0.5637	0.6454	33
NC_051806.1	82466695	82467394	CGI_GGF+CGI_TJ	699	0.6795	0.6328	51
NC_051806.1	82473107	82474053	CGI_GGF+CGI_TJ	946	0.6078	0.6140	53
NC_051806.1	82482812	82483747	CGI_GGF+CGI_TJ	935	0.6246	0.6322	57
NC_051806.1	82498774	82499480	CGI_GGF+CGI_TJ	706	0.5737	0.6362	36
NC_051806.1	82518198	82520475	CGI_GGF+CGI_TJ	2277	0.6816	0.6205	164
NC_051806.1	82720579	82722545	CGI_GGF+CGI_TJ	1966	0.5839	0.6238	104
NC_051806.1	82724325	82725385	CGI_GGF+CGI_TJ	1060	0.6887	0.6260	78
NC_051806.1	82731491	82732387	CGI_GGF+CGI_TJ	896	0.5848	0.6397	49
NC_051806.1	82789609	82795478	CGI_GGF+CGI_TJ	5869	0.5669	0.6497	304
NC_051806.1	82819324	82820222	CGI_GGF+CGI_TJ	898	0.6080	0.6206	51
NC_051806.1	82889369	82890057	CGI_GGF+CGI_TJ	688	0.6017	0.6138	38
NC_051806.1	82921234	82922514	CGI_GGF+CGI_TJ	1280	0.5703	0.6063	63
NC_051806.1	82989385	82990237	CGI_GGF+CGI_TJ	852	0.6326	0.6476	55
NC_051806.1	83051583	83053292	CGI_GGF+CGI_TJ	1709	0.6121	0.6215	99
NC_051806.1	83065363	83066203	CGI_GGF+CGI_TJ	840	0.5821	0.6364	45
NC_051806.1	83085871	83088488	CGI_GGF+CGI_TJ	2617	0.6122	0.6496	159
NC_051806.1	83099221	83100265	CGI_GGF+CGI_TJ	1044	0.6638	0.6335	72
NC_051806.1	83179749	83181681	CGI_GGF+CGI_TJ	1932	0.6335	0.6311	122
NC_051806.1	83212753	83215035	CGI_GGF+CGI_TJ	2282	0.6253	0.6410	143
NC_051806.1	83232335	83234134	CGI_GGF+CGI_TJ	1799	0.5459	0.6613	88
NC_051806.1	83252193	83254397	CGI_GGF+CGI_TJ	2204	0.6239	0.6480	138
NC_051806.1	83288793	83290750	CGI_GGF+CGI_TJ	1957	0.5273	0.6100	81
NC_051806.1	83295481	83296889	CGI_GGF+CGI_TJ	1408	0.5497	0.6780	72
NC_051806.1	83303203	83304565	CGI_GGF+CGI_TJ	1362	0.5602	0.6367	68
