chrom	start	end	length	orientation	left_gene	right_gene	hard_veto	veto_tad_boundary	veto_atac_peak	veto_risk_gene	veto_low_mappability	veto_mirna_nearby	veto_risk_gene_radius	veto_gene_dense_neighborhood	veto_lncrna_smallrna	veto_tad_risk_gene	veto_high_repeat_content	pct_repeat	veto_ultraconserved_element	max_50bp_rolling_phyloP	veto_external_regulatory_element	veto_low_atac_accessibility	no_rrbs_coverage	atac_mean	atac_mean_percentile	atac_mean_narrow	atac_mean_narrow_percentile	atac_variability	atac_peak_frequency	rrbs_mean	rrbs_variability	tad_boundary_distance	mirna_distance	risk_gene_radius_distance	gene_dense_clearance	score_stability_atac	score_low_peak_frequency	score_low_methylation	score_stability_rrbs	score_tad_distance	final_score	final_score_percentile
NC_051826.1	14184578	14251277	66699	convergent	PCDH17	LOC119865129	True	False	False	True	False	False	True	False	False	True	False		False		False	False	False	0.933374378554489	0.715	0.9370089192867279	0.7683333333333333	0.04961710719378457	1.0	2.761727122234595	0.32132754519275847	267927	4157897	33349	98090	0.4778	0.0193	0.8821	0.6079	0.884	0.5742	90.5
NC_051826.1	16687132	16738584	51452	convergent	TDRD3	LOC100686550	True	True	False	False	False	False	False	True	False	False	False		False		True	False	False	1.004761295210605	0.8233333333333334	1.0038990578134854	0.8243333333333334	0.051983000781030776	6.0	6.951947019605735	1.1858417441408882	12142	6652828	675578	24565	0.4229	0.0125	0.868	0.5918	0.1592	0.4109	24.7
NC_051826.1	19596764	19663367	66603	convergent	LOC100687588	LOC100687653	False	False	False	False	False	False	False	False	False	False	False	26.06	False	4.29328	False	False	False	0.9225767836395979	0.6983333333333334	0.93380600339969	0.766	0.04874379018066384	1.0	2.81280035445674	0.3657293402993669	269935	9570035	1947532	50525	0.4991	0.0193	0.8818	0.6078	0.8856	0.5787	92.2
NC_051826.1	27517646	27576124	58478	convergent	KLF5	LOC100682890	True	False	False	True	False	False	True	False	False	True	False		False		False	False	False	0.9953281164172029	0.815	0.9607281749089559	0.7896666666666666	0.051872471337746945	6.0	5.538851409336717	0.8428612611707741	346885	15332413	29239	52834	0.4251	0.0125	0.8717	0.6001	0.9327	0.5684	89.6
NC_051826.1	29235878	29299159	63281	convergent	LOC100684181	LOC111091654	False	False	False	False	False	False	False	False	False	False	False	35.11	False	5.65148	False	False	False	0.9357735172148713	0.718	0.9458366656819979	0.777	0.04849681263421318	1.0	2.1998682628182835	0.20412134589212597	107482	13611780	482950	134195	0.5055	0.0193	0.8854	0.608	0.5894	0.5215	74.6
NC_051826.1	33638670	33695479	56809	convergent	LOC106557558	SPRY2	True	True	False	True	False	False	True	True	False	False	False		False		False	False	False	0.9623006112192486	0.772	0.9504866918087004	0.781	0.049758600783541704	1.0	2.5803966680312813	0.5184113813371501	7926	9212224	28405	27708	0.474	0.0193	0.883	0.6069	0.1304	0.4227	34.3
NC_051826.1	36431283	36491812	60529	convergent	LOC100684683	LOC111091757	True	False	False	False	False	False	False	True	False	False	False		False		False	False	False	0.9424843527627143	0.735	0.9236127680778503	0.7563333333333333	0.04957437158606459	1.0	3.331571919357687	0.41945990218245655	313453	6417751	2760955	14467	0.4786	0.0193	0.8793	0.6077	0.9158	0.5801	93.5
NC_051826.1	45865441	45937672	72231	convergent	GPR180	SOX21	True	True	False	False	False	False	False	True	False	False	False		False		True	False	False	1.00315534560247	0.822	0.9929376903533935	0.817	0.05202344368567004	2.0	6.178363129266913	1.4786124450202083	0	3021535	1598909	34122	0.4216	0.017	0.87	0.586	0.0901	0.3969	16.3
NC_051826.1	55453706	55512794	59088	convergent	LOC100683697	LOC111091706	True	True	False	False	False	False	False	False	False	False	False		False		True	False	False	0.9911410711522093	0.8093333333333333	1.0161552067836126	0.8296666666666667	0.05181063646175756	1.0	3.862322999425552	0.4518783185451418	0	12603229	3335689	91811	0.4268	0.0193	0.8772	0.6075	0.0901	0.4042	21.7
NC_051826.1	55859005	55918918	59913	convergent	LOC119865267	LOC119865154	False	False	False	False	False	False	False	False	False	False	False	25.53	False	5.220280000000001	False	False	False	0.9786720165476722	0.7943333333333333	0.9760415060520172	0.8076666666666666	0.05093572659015268	1.0	5.452902935763512	0.914056719479143	186039	13008940	2929978	80888	0.4472	0.0193	0.8719	0.5983	0.7862	0.5446	80.7
NC_051826.1	59581650	59643922	62272	convergent	ING1	LOC119865109	True	True	False	True	False	False	True	True	False	False	False		False		False	False	False	1.3929349985554351	0.9853333333333333	1.0123478235880534	0.8283333333333334	0.07473212139618447	1.0	8.863585910108624	1.0061100991472296	12786	16732765	31136	6796	0.1433	0.0193	0.8637	0.5959	0.1592	0.3563	2.8
NC_051827.1	1109045	1172665	63620	convergent	SYNDIG1	LOC100688361	False	False	False	False	False	False	False	False	False	False	False	39.0	False	2.41274	False	False	False	1.1174505978088813	0.919	0.9954969386736552	0.8186666666666667	0.05786728709561388	17.0	6.611325599129002	0.8951839793006736	65855	877667	1696441	117837	0.3118	0.0069	0.8689	0.5987	0.4222	0.4417	43.2
NC_051827.1	2619236	2673562	54326	convergent	LOC100687334	LOC111091893	True	False	False	False	False	True	True	True	False	False	False		False		False	False	False	0.9034102831413597	0.6703333333333333	1.0290672447164855	0.839	0.04601105852746184	1.0	3.0363307132002153	0.4393912590373466	28601	173476	190897	8529	0.5653	0.0193	0.8807	0.6076	0.2427	0.4631	51.2
NC_051827.1	3227875	3294390	66515	convergent	LOC111091943	LOC119865296	True	False	True	False	False	False	False	True	False	False	False		False		True	False	False	1.0820943803423293	0.8976666666666666	1.1566065947294235	0.8846666666666667	0.056180870091208104	52.0	5.620407064692982	0.7717476168656682	88868	788209	389354	6598	0.3393	0.0008	0.8714	0.6019	0.5199	0.4667	52.3
NC_051827.1	6808405	6874087	65682	convergent	STAC	LOC100685633	True	True	False	False	False	False	False	True	False	False	False		False		False	False	False	0.9562182808099502	0.7616666666666667	0.969411553366979	0.8	0.048949576497175344	1.0	2.6637461822122117	0.41666723651233034	8754	734933	333169	41839	0.493	0.0193	0.8826	0.6077	0.1362	0.4278	36.4
NC_051827.1	10487084	10553541	66457	convergent	LOC111091857	LOC106557623	True	False	False	False	False	False	False	False	False	True	False		False		False	False	False	1.036476323956057	0.8603333333333333	1.0425834666252136	0.849	0.0522078252228353	16.0	3.1185915895914866	0.5286785807753355	195312	2005383	300859	76984	0.4176	0.0073	0.8803	0.6067	0.8007	0.5425	80.3
NC_051827.1	23551824	23607775	55951	convergent	LOC111091912	LOC119865327	True	True	False	False	False	False	True	True	False	False	False		False		False	False	False	0.9430781323360078	0.7356666666666667	0.9377619814872742	0.7693333333333333	0.04942378428184623	1.0	1.2067292225932398	0.05406655945717251	0	11054081	71591	1649	0.4817	0.0193	0.8953	0.608	0.0901	0.4189	29.9
NC_051827.1	29008575	29073911	65336	convergent	NUDT16	MRPL3	True	False	False	False	False	False	False	True	False	False	False		False		True	False	False	1.0798406522277226	0.8976666666666666	1.034465479516983	0.843	0.056258536403067674	9.0	8.811191569028006	1.4290119657525227	133757	16515525	3859201	2008	0.3379	0.0105	0.8638	0.5869	0.6703	0.4939	65.1
NC_051827.1	34198197	34269938	71741	convergent	LOC111091952	LOC119865310	True	False	False	False	False	False	False	False	False	False	False	33.47	True	8.54362	False	False	False	0.9700726372552153	0.785	0.9482618704636893	0.7796666666666666	0.05087120035886715	1.0	2.000592289400798	0.2066470189553595	209067	15586082	681582	89176	0.4488	0.0193	0.8869	0.608	0.8215	0.5569	85.5
NC_051827.1	34370653	34427811	57158	convergent	LOC111091954	LOC119865330	True	False	False	False	False	False	False	True	False	False	False		False		False	False	False	0.9559084741897697	0.7606666666666667	0.9694516854802768	0.8	0.05078179940943001	1.0	4.512682558611147	0.8606609608223369	374232	15420917	516417	1459	0.4506	0.0193	0.8748	0.5996	0.9438	0.5776	91.3
NC_051827.1	39231375	39301877	70502	convergent	CHST2	LOC100688497	True	False	False	False	False	False	False	True	False	False	False		False		False	False	False	1.1433219510511352	0.9326666666666666	1.0844136756102243	0.8633333333333333	0.0601951085912325	42.0	11.533940248692522	1.6525563452180296	41626	10553523	510575	45659	0.2774	0.0018	0.8588	0.5832	0.3082	0.4059	22.8
NC_051827.1	45474517	45526737	52220	convergent	LOC100855515	LOC119865420	True	True	False	False	False	False	False	True	False	False	False		False		False	False	False	1.0266930045805167	0.851	0.9868010601997376	0.8133333333333334	0.052930266143306835	1.0	7.377701985885879	1.1526139952788912	24373	4319522	462461	5091	0.4026	0.0193	0.867	0.5925	0.2223	0.4207	32.5
NC_051828.1	11487994	11545704	57710	convergent	LOC119865622	LOC111092144	True	False	False	False	False	False	False	True	False	False	False		False		False	False	False	0.9782623575030226	0.794	0.961196040471395	0.79	0.0499836437457949	1.0	2.756993539160022	0.5898987627184048	358151	6369856	551341	17154	0.4689	0.0193	0.8821	0.6058	0.9377	0.5828	93.9
NC_051828.1	16606256	16661497	55241	convergent	GPCPD1	LOC119865589	True	True	False	False	False	False	True	False	False	False	False		False		True	False	False	0.9281471062774601	0.7066666666666667	0.9986061540881792	0.8203333333333334	0.048729590968202195	24.0	4.476430064410995	0.7405099405055872	16124	1252829	258280	68765	0.4994	0.0049	0.875	0.6026	0.1801	0.4324	39.0
NC_051828.1	19302591	19370767	68176	convergent	LOC111092201	STK35	True	False	False	False	False	False	True	True	False	False	False		False		True	False	False	1.1223385935388595	0.922	1.065299174964428	0.8576666666666667	0.056191013866428906	2.0	10.209032627963316	1.4818929854097482	86679	1449951	195761	42345	0.339	0.017	0.8612	0.586	0.5119	0.463	51.0
NC_051828.1	26717079	26778334	61255	convergent	SRC	LOC111092200	True	True	False	True	False	False	True	True	False	True	False		False		True	False	False	1.24330354302678	0.963	1.1945716348846753	0.8913333333333333	0.06465279651978122	16.0	14.063446637023864	2.4229438216084396	22706	2026181	30627	2949	0.2251	0.0073	0.8548	0.5729	0.2117	0.3743	7.4
NC_051828.1	36042329	36111036	68707	convergent	LOC119865683	PREX1	True	True	False	True	False	False	True	True	False	False	False		False		True	False	False	1.1507949782139855	0.9346666666666666	1.131564182349046	0.88	0.058464760337373356	5.0	20.91063692764225	3.062069741278895	0	11274911	34354	8351	0.3021	0.0133	0.8449	0.5645	0.0901	0.363	3.7
NC_051828.1	36665388	36721820	56432	convergent	LOC111092109	KCNB1	True	True	False	False	False	False	True	True	False	False	False		False		True	False	False	1.1854507846979754	0.9466666666666667	1.1577130156596502	0.8846666666666667	0.06134761040721344	15.0	8.107006411408044	1.2580659598201605	0	10657989	58064	1133	0.2631	0.0076	0.8655	0.5902	0.0901	0.3633	3.9
NC_051828.1	37513357	37574621	61264	convergent	LOC119865562	LOC102152659	True	False	True	False	False	False	True	True	False	False	False		False		True	False	False	1.3379034817898523	0.981	1.428140909544627	0.913	0.07072492955229664	50.0	22.436715355763006	3.3379247114826742	56011	9807604	98513	17403	0.1711	0.001	0.8432	0.5605	0.3808	0.3913	13.2
NC_051828.1	40064815	40121938	57123	convergent	TSHZ2	ZNF217	True	True	False	True	False	False	True	True	False	False	False		False		True	False	False	1.085753248596138	0.8986666666666666	1.0776554774443308	0.8616666666666667	0.055778262051660685	7.0	12.879201555538772	1.856554027705281	6624	7258217	28562	34995	0.3466	0.0117	0.8564	0.5802	0.1247	0.3839	9.8
NC_051828.1	42475068	42526723	51655	convergent	LOC611771	LOC119865771	True	True	False	False	False	False	True	True	False	False	False		False		True	False	False	1.083019681043486	0.898	1.10438611309131	0.8726666666666667	0.05431047641078627	4.0	24.555737322821326	3.915595814474411	0	4850698	48187	1702	0.3744	0.0143	0.8407	0.5515	0.0901	0.3742	6.7
NC_051828.1	42745535	42819449	73914	convergent	LOC119865786	LOC119865699	True	False	False	False	False	False	True	True	False	True	False		False		False	True	False	0.25723556634384603	0.20133333333333334	0.1364607914149761	0.20366666666666666	0.008643935532607694	0.0	3.7926110931765904	0.5110001404445832	192508	4569101	222976	1067	0.962	0.0287	0.8774	0.607	0.7959	0.6542	99.1
NC_051829.1	326595	381037	54442	convergent	THSD1	LOC100684545	True	True	False	False	False	False	False	True	False	False	False		False		False	False	False	0.9247353009216032	0.7	1.0033740785916647	0.8243333333333334	0.04703571603092447	3.0	5.18024914305589	0.5510718285108895	21184	9552611	346804	28615	0.5402	0.0155	0.8727	0.6064	0.2064	0.4483	45.6
NC_051829.1	804447	863659	59212	convergent	FOXO1	LOC102153908	True	False	False	True	False	False	True	True	False	True	False		False		True	False	False	1.031509089521986	0.8553333333333333	0.9695633901993435	0.8	0.05252087367135885	2.0	7.084712414270119	0.8139196230261256	184053	9072374	29606	35437	0.4113	0.017	0.8677	0.6008	0.7826	0.5359	77.9
NC_051829.1	9416764	9476935	60171	convergent	LOC119865997	LOC119865829	True	False	False	False	False	False	True	True	False	True	False		False		True	False	False	0.8949823820077122	0.6626666666666666	0.5513732173482577	0.5546666666666666	0.04720071508111732	32.0	5.622914128313525	0.7734801220982948	78151	459578	62204	8343	0.5364	0.0032	0.8714	0.6019	0.4787	0.4983	66.8
NC_051829.1	12228903	12283288	54385	convergent	LOC106557742	LOC102153058	True	True	False	False	False	False	True	True	False	False	False		False		True	False	False	1.2006061913113661	0.951	1.0746329242070516	0.8603333333333333	0.06272367449763697	5.0	8.985796412963593	1.363443752755287	0	2349643	40224	3792	0.2465	0.0133	0.8635	0.5881	0.0901	0.3603	3.3
NC_051829.1	16583402	16638128	54726	convergent	LOC119865834	LOC106557750	True	False	False	False	False	False	True	True	False	True	False		False		True	False	False	1.0145856475279404	0.8333333333333334	1.0341492417971292	0.8426666666666667	0.05186219996452872	1.0	6.885557099143311	0.9107444892027609	35765	2551047	156950	18044	0.4257	0.0193	0.8681	0.5983	0.2784	0.438	42.3
NC_051829.1	20424770	20475505	50735	convergent	LOC111092453	NEK1	True	False	False	False	False	False	False	True	False	False	False		False		False	False	False	0.9234034518485024	0.699	0.9389107852816582	0.7703333333333333	0.048487045892704674	0.0	3.505272817322352	0.4213034945781071	49863	323599	1284234	39288	0.5057	0.0287	0.8786	0.6077	0.3476	0.4737	55.3
NC_051829.1	34024080	34083975	59895	convergent	NKX3-1	LOC111092402	True	False	False	True	False	False	True	True	False	True	False		False		False	False	False	1.033903794200133	0.858	1.0357598247448605	0.8446666666666667	0.054688005380612977	14.0	5.4053313945438815	0.6581286388685972	104027	1174155	29947	31681	0.3671	0.008	0.8721	0.6045	0.579	0.4861	60.7
NC_051829.1	40554664	40610407	55743	convergent	AGFG1	LOC486150	True	False	False	False	False	False	False	True	False	False	False		False		False	False	False	1.013524338754946	0.833	1.0290876605351764	0.839	0.05252601354548831	4.0	10.303445985468503	1.2218582714942756	192465	4929314	646249	47540	0.4112	0.0143	0.861	0.591	0.7959	0.5347	77.7
NC_051829.1	45854728	45924770	70042	convergent	LOC119866032	LOC119865861	True	False	True	False	False	False	False	True	False	False	False		False		True	False	False	1.203970203870491	0.9526666666666667	1.1398377681692442	0.8816666666666667	0.0641026994035092	49.0	13.104439876240015	1.4684576055683098	160251	377875	311364	25690	0.2308	0.0011	0.8561	0.5862	0.7362	0.4821	59.2
NC_051829.1	46659216	46733469	74253	convergent	LOC111092437	LOC119865863	True	False	False	False	False	False	False	True	False	False	False		False		True	False	False	1.125462860306086	0.9233333333333333	1.1765230668226878	0.8876666666666667	0.057383884181444224	4.0	20.751405141709085	3.481911500297755	146342	1184468	979240	18943	0.3194	0.0143	0.8451	0.5583	0.7039	0.4882	62.3
NC_051830.1	3084750	3142913	58163	convergent	SLC15A4	TMEM132C	True	True	False	False	False	False	False	True	False	False	False		False		False	False	False	1.1150833503511695	0.9186666666666666	1.0607101728518804	0.8563333333333333	0.0568993374875173	3.0	14.683447079666093	1.5638909027474635	0	11674446	1079421	16041	0.3274	0.0155	0.8539	0.5846	0.0901	0.3743	7.4
NC_051830.1	4496506	4546999	50493	convergent	LOC119866086	LOC477441	True	True	False	False	False	False	False	True	False	False	False		False		False	False	False	1.032963172712594	0.857	1.0501193641622861	0.8513333333333334	0.051987471148002895	1.0	8.972143046425684	1.0816117304198327	21752	10266525	684551	5806	0.4229	0.0193	0.8635	0.5941	0.2064	0.4212	33.0
NC_051830.1	12974593	13028567	53974	convergent	LOC119866092	MED13L	True	True	False	False	False	False	False	True	False	False	False		False		True	False	False	1.337626245888462	0.9806666666666667	1.6241609720230104	0.928	0.07726563027920491	4.0	18.985326591088402	2.952786649899651	1580	1786697	1033739	25078	0.1281	0.0143	0.8473	0.566	0.0959	0.3303	0.4
NC_051830.1	17193803	17254161	60358	convergent	LOC119866085	LOC119866121	True	False	False	False	False	False	True	False	False	True	False		False		True	True	False	0.5748770945957938	0.5416666666666666	0.6632327978610992	0.622	0.024034680779130867	0.0	5.101744260041873	0.6414240953355752	123982	2435680	131538	58224	0.9332	0.0287	0.873	0.6049	0.6416	0.6163	98.0
NC_051830.1	20964282	21018696	54414	convergent	LOC119866095	LOC119866096	True	False	False	False	False	False	False	True	False	True	False		False		False	False	False	1.090052526569482	0.9023333333333333	1.0967299654165903	0.8706666666666667	0.05455004792538202	1.0	5.6815742977522445	1.3405123867343622	41489	6203187	592288	32180	0.37	0.0193	0.8712	0.5886	0.3082	0.4315	38.8
NC_051830.1	37136455	37205993	69538	convergent	LOC106557850	LOC102154823	True	False	False	False	False	False	True	True	False	True	False		False		True	False	False	1.0047126135251523	0.823	1.0102457290728888	0.827	0.05195549821961525	1.0	15.56580074508491	2.2232811589942845	146224	4840999	56303	21534	0.4235	0.0193	0.8528	0.5754	0.7039	0.515	72.7
NC_051831.1	11296029	11362267	66238	convergent	LOC106557871	LOC111092904	True	False	False	False	False	False	False	True	False	False	False		False		True	False	False	0.9544245830829486	0.758	0.9593494558493297	0.789	0.050124370932377475	1.0	3.021669488327376	0.3924791970726284	220852	10054707	2554120	12958	0.4656	0.0193	0.8808	0.6078	0.8358	0.5618	87.2
NC_051831.1	12006551	12065044	58493	convergent	GXYLT1	LOC111092835	True	True	False	False	False	False	False	False	False	False	False		False		True	False	False	1.004968493048317	0.824	0.9983144336064658	0.8203333333333334	0.05250561010122621	11.0	6.324675137538653	0.7384878202083917	0	10761356	3260769	63903	0.4115	0.0094	0.8696	0.6027	0.0901	0.3967	16.1
NC_051831.1	13274723	13345552	70829	convergent	NA	MUC19	True	True	False	False	False	False	False	True	False	False	False		False		True	False	False	0.8100793973444049	0.6263333333333333	0.9217515291372936	0.754	0.04122694585425237	3.0	4.450304479048915	0.36459833354740395	14863	12035696	3010052	100	0.6846	0.0155	0.875	0.6078	0.1696	0.4705	54.4
NC_051831.1	17823426	17886691	63265	convergent	IPO8	LOC100685338	True	True	False	False	False	False	False	False	False	False	False		False		False	False	False	0.9230174331224871	0.6986666666666667	0.9296434317270916	0.7616666666666667	0.047442811768742536	1.0	5.716443825840801	0.8252043548966145	0	16580617	1507657	79785	0.5309	0.0193	0.8712	0.6005	0.0901	0.4224	33.8
NC_051831.1	32573520	32640058	66538	convergent	LOC102155441	LOC100685365	True	True	False	False	False	False	False	True	False	False	False		False		True	False	False	1.1494176158462432	0.9346666666666666	1.0526757526079815	0.8523333333333334	0.059977640718813195	66.0	6.113911667188223	0.732588029644466	18211	5827486	309949	5554	0.2805	0.0001	0.8701	0.6028	0.1906	0.3888	12.4
NC_051831.1	39677324	39739751	62427	convergent	ANO2	NTF3	False	False	False	False	False	False	False	False	False	False	False	28.74	False	5.1012200000000005	False	False	False	1.1026605827009757	0.9113333333333333	1.0643325256665548	0.8573333333333333	0.05584000714313849	1.0	8.535644300611514	1.5023591962249838	341463	1273818	881321	154498	0.3451	0.0193	0.8643	0.5857	0.9304	0.549	82.4
NC_051831.1	40299441	40358999	59558	convergent	LOC119866433	GALNT8	True	False	False	False	False	False	False	True	False	False	False		False		False	False	False	1.0034578147175712	0.822	0.9791566904703777	0.8096666666666666	0.05173573642343642	1.0	2.9641156697273403	0.5439813871635835	170780	1894501	329915	5828	0.4283	0.0193	0.881	0.6065	0.7567	0.5384	79.0
NC_051832.1	2510899	2563279	52380	convergent	NA	OR6D5	True	True	False	False	False	False	False	True	False	False	False		False		True	False	False	0.8857783245482002	0.6566666666666666	0.8842524228731791	0.7263333333333334	0.046526062051117596	1.0	3.760528135651558	0.6800743253074004	0	2169457	491937	100	0.5526	0.0193	0.8776	0.604	0.0901	0.4287	37.3
NC_051832.1	6155210	6215233	60023	convergent	LOC119866635	LOC106557967	True	True	False	False	False	False	False	True	False	False	False		False		False	False	False	1.0320985304691563	0.8556666666666667	0.9722634184082349	0.803	0.05341499584071264	29.0	5.399811338212329	0.8631834468797318	14779	890985	593010	6286	0.3927	0.0038	0.8721	0.5996	0.1696	0.4076	23.2
NC_051832.1	24424569	24481957	57388	convergent	LOC100855860	LOC111093048	True	False	False	False	False	False	True	True	False	True	False		False		True	False	False	1.1772761763434232	0.9433333333333334	1.18694838848114	0.8896666666666667	0.062306845679376145	33.0	7.495728950820042	0.9690681254544283	153263	8211080	44249	15173	0.2512	0.003	0.8667	0.5969	0.7204	0.4877	61.6
NC_051832.1	25443005	25493730	50725	convergent	ADRB1	CCDC186	True	False	False	False	False	False	True	True	False	False	False		False		True	False	False	1.1106096206143001	0.9163333333333333	1.1201751989364623	0.877	0.058536048038205196	26.0	5.252920171605854	0.9000083028894036	181633	9226184	202315	2132	0.3009	0.0044	0.8725	0.5986	0.7773	0.5107	70.9
NC_051832.1	34214445	34267922	53477	convergent	LOC111093045	LOC119866531	True	False	False	False	False	False	True	True	False	False	False		False		True	False	False	1.2433133734908688	0.963	1.204653871281942	0.893	0.0657526966280023	10.0	16.61003731108136	3.061830608031519	58817	7238293	143759	33753	0.2141	0.0099	0.851	0.5645	0.3901	0.4059	22.8
NC_051833.1	357464	431756	74292	convergent	UBE2V2	LOC100856084	True	True	False	False	False	False	True	True	False	False	False		False		False	False	False	0.9213311381114014	0.697	0.9005831596692402	0.7353333333333333	0.0477758562194828	1.0	5.676271347495861	0.8047121994162764	0	13967579	135007	37539	0.5233	0.0193	0.8713	0.6011	0.0901	0.421	32.8
NC_051833.1	1669770	1738756	68986	convergent	LOC100684688	LOC119866769	True	False	False	False	False	False	False	True	False	False	False		False		False	False	False	0.8822014174440951	0.654	0.8448711831212043	0.707	0.046610385409922524	1.0	5.279092981895015	0.9416810316253309	120737	12657926	490928	2166	0.5507	0.0193	0.8724	0.5976	0.6323	0.5345	77.4
NC_051833.1	20829395	20898312	68917	convergent	LOC119866675	MSC	True	True	False	False	False	False	False	True	False	False	False		False		True	False	False	0.9939227802280154	0.813	0.9671249191125234	0.7976666666666666	0.05184657306937663	12.0	3.423679267464801	0.6294629384100751	13853	6501643	1220733	1682	0.4262	0.0089	0.8789	0.6051	0.1644	0.4167	28.2
NC_051833.1	21906082	21964104	58022	convergent	LOC111093217	LOC119866789	True	True	False	False	False	False	False	True	False	False	False		False		True	False	False	1.012630774063341	0.833	0.9869658034563065	0.8133333333333334	0.05189583254910967	2.0	6.793489978145324	1.4024063627499224	0	7463482	1854802	937	0.4246	0.017	0.8684	0.5874	0.0901	0.3975	17.1
NC_051833.1	23112498	23172320	59822	convergent	LOC111093212	LOC111093135	False	False	False	False	False	False	False	False	False	False	False	43.94	False	4.77938	False	False	False	0.9398818636868367	0.728	0.9571355373938879	0.787	0.0495904242356686	0.0	2.4245101511198017	0.34948575082925226	142409	6256166	647486	165046	0.4783	0.0287	0.884	0.6079	0.6939	0.5386	79.2
NC_051833.1	23509733	23568950	59217	convergent	CRISPLD1	LOC100688946	True	False	False	False	False	False	True	True	False	True	False		False		True	False	False	0.9247067868573681	0.7	0.9271923324664433	0.759	0.04882262878145906	1.0	3.136575478215646	0.48449590357873423	39341	5859234	250554	2243	0.4966	0.0193	0.8802	0.6072	0.2984	0.4604	50.3
NC_051833.1	28263136	28333785	70649	convergent	LOC106558008	PAG1	True	True	False	False	False	False	False	True	False	False	False		False		True	False	False	1.0483527691615018	0.8703333333333333	1.0143397728363672	0.8286666666666667	0.054407392486090375	16.0	7.240489430738175	1.0995352030783276	1540	1100115	320836	15590	0.3726	0.0073	0.8673	0.5937	0.0959	0.3873	11.5
NC_051833.1	28623707	28681799	58092	convergent	FABP5	LOC119866803	True	True	False	True	False	False	True	True	False	False	False		False		True	False	False	1.0205552216560512	0.8433333333333334	0.9580742989420891	0.7883333333333333	0.05439815993650719	14.0	3.505854518778726	0.6704024186672595	27753	745822	29046	4516	0.3729	0.008	0.8786	0.6043	0.2376	0.4203	32.1
NC_051833.1	38580004	38634159	54155	convergent	LOC100685448	LOC119866804	True	False	False	False	False	False	False	True	False	False	False		False		True	False	False	1.0584086214359112	0.8783333333333333	1.0102131303350133	0.827	0.05456599857735765	4.0	9.306332447459212	1.1610855871783645	142919	9208482	515007	45988	0.3697	0.0143	0.8629	0.5923	0.6939	0.5066	69.8
NC_051834.1	2536913	2592033	55120	convergent	LOC111093357	GJD2	True	False	False	False	False	False	True	True	False	True	False		False		True	False	False	1.0595475205215326	0.8796666666666667	1.0854250410397848	0.8636666666666667	0.05432009416887826	17.0	6.149649054755327	1.1650624490618255	114473	768957	121203	3679	0.3742	0.0069	0.8701	0.5922	0.6131	0.4913	62.9
NC_051834.1	4478505	4544211	65706	convergent	CDIN1	MEIS2	True	True	False	True	False	False	True	False	False	False	False		False		True	False	False	0.9780948666159291	0.7936666666666666	0.9556489407857259	0.7846666666666666	0.050359481238687116	1.0	6.511624938016557	1.4832676765015955	0	1177903	32853	110217	0.4601	0.0193	0.8691	0.586	0.0901	0.4049	21.9
NC_051834.1	11061036	11119847	58811	convergent	LOC119866880	LOC111093393	True	True	False	False	False	False	False	True	False	False	False		False		False	False	False	1.064121840497211	0.884	0.9899402900695801	0.815	0.05506440218362732	7.0	6.268653392584416	0.9410280431595819	0	847547	409320	942	0.3603	0.0117	0.8697	0.5976	0.0901	0.3859	11.1
NC_051834.1	24994850	25055410	60560	convergent	FOXB1	LOC119866903	True	False	False	False	False	False	False	True	False	False	False		False		True	False	False	0.974719240905849	0.7906666666666666	0.9808145123561224	0.8106666666666666	0.05071863876807432	6.0	2.89291107147499	0.5658657511352796	149870	2575237	327567	44442	0.4523	0.0125	0.8814	0.6062	0.7113	0.5327	76.4
NC_051834.1	32644888	32717232	72344	convergent	LOC111093320	LOC100684041	True	True	False	False	False	False	True	True	False	False	False		False		False	False	False	1.0860312479469234	0.899	1.1445194995880128	0.8826666666666667	0.055196091649427216	11.0	11.791047875650964	2.0588489198847078	0	5080671	256888	13042	0.3577	0.0094	0.8584	0.5775	0.0901	0.3786	8.7
NC_051834.1	34669412	34723012	53600	convergent	LOC102154511	LARP6	True	True	False	False	False	False	False	True	False	False	False		False		True	False	False	1.087057622149216	0.8996666666666666	1.1071621170441308	0.8743333333333333	0.05556095070775543	2.0	14.021165832091931	1.845371125680515	3788	3725696	1149534	666	0.3507	0.017	0.8548	0.5804	0.1074	0.382	9.5
NC_051834.1	38942658	39000282	57624	convergent	LINGO1	LOC119866844	True	True	False	False	False	False	True	True	False	False	False		False		True	False	False	1.269612107631251	0.97	1.2376517056147258	0.898	0.06611602344125712	1.0	43.679702706953265	7.539495073010606	0	549542	267826	9662	0.2105	0.0193	0.8119	0.4767	0.0901	0.3217	0.2
NC_051835.1	955347	1016678	61331	convergent	LOC100688275	LOC102152193	True	False	False	False	False	False	False	True	False	False	False		False		False	False	False	0.9219762721403305	0.6976666666666667	0.9100713475863138	0.744	0.048880928405361	0.0	2.5094973029115986	0.5001620494021437	61012	12301976	882355	4002	0.4951	0.0287	0.8835	0.6071	0.4042	0.4837	60.3
